,a_img,a_embedding,b_img,b_embedding,genuine,a_gender_lfw,a_gender_insightface,a_pemiu_img,a_pemiu_gender_insightface
1795,../data/lfw_align/Scott_McClellan/Scott_McClellan_0002.png,../data/features_cleaner/Scott_McClellan_0002.npy,../data/lfw_align/Tom_Schnackenberg/Tom_Schnackenberg_0001.png,../data/features_cleaner/Tom_Schnackenberg_0001.npy,False,M,M,sample_images/Scott_McClellan_0002_pemiu.png,F
1796,../data/lfw_align/Todd_MacCulloch/Todd_MacCulloch_0001.png,../data/features_cleaner/Todd_MacCulloch_0001.npy,../data/lfw_align/Willie_Nelson/Willie_Nelson_0001.png,../data/features_cleaner/Willie_Nelson_0001.npy,False,M,M,sample_images/Todd_MacCulloch_0001_pemiu.png,M
1797,../data/lfw_align/Tom_Curley/Tom_Curley_0001.png,../data/features_cleaner/Tom_Curley_0001.npy,../data/lfw_align/Wanda_de_la_Jesus/Wanda_de_la_Jesus_0001.png,../data/features_cleaner/Wanda_de_la_Jesus_0001.npy,False,M,M,sample_images/Tom_Curley_0001_pemiu.png,M
1798,../data/lfw_align/Troy_Jenkins/Troy_Jenkins_0001.png,../data/features_cleaner/Troy_Jenkins_0001.npy,../data/lfw_align/Walid_Al-Awadi/Walid_Al-Awadi_0001.png,../data/features_cleaner/Walid_Al-Awadi_0001.npy,False,M,M,sample_images/Troy_Jenkins_0001_pemiu.png,F
1799,../data/lfw_align/William_Overlin/William_Overlin_0001.png,../data/features_cleaner/William_Overlin_0001.npy,../data/lfw_align/Yekaterina_Guseva/Yekaterina_Guseva_0001.png,../data/features_cleaner/Yekaterina_Guseva_0001.npy,False,M,F,sample_images/William_Overlin_0001_pemiu.png,F
1800,../data/lfw_align/Abdoulaye_Wade/Abdoulaye_Wade_0001.png,../data/features_cleaner/Abdoulaye_Wade_0001.npy,../data/lfw_align/Abdoulaye_Wade/Abdoulaye_Wade_0002.png,../data/features_cleaner/Abdoulaye_Wade_0002.npy,True,M,M,sample_images/Abdoulaye_Wade_0001_pemiu.png,F
1801,../data/lfw_align/Abdoulaye_Wade/Abdoulaye_Wade_0001.png,../data/features_cleaner/Abdoulaye_Wade_0001.npy,../data/lfw_align/Abdoulaye_Wade/Abdoulaye_Wade_0003.png,../data/features_cleaner/Abdoulaye_Wade_0003.npy,True,M,M,sample_images/Abdoulaye_Wade_0001_pemiu.png,F
1802,../data/lfw_align/Abdoulaye_Wade/Abdoulaye_Wade_0002.png,../data/features_cleaner/Abdoulaye_Wade_0002.npy,../data/lfw_align/Abdoulaye_Wade/Abdoulaye_Wade_0003.png,../data/features_cleaner/Abdoulaye_Wade_0003.npy,True,M,M,sample_images/Abdoulaye_Wade_0002_pemiu.png,F
1803,../data/lfw_align/Adam_Sandler/Adam_Sandler_0001.png,../data/features_cleaner/Adam_Sandler_0001.npy,../data/lfw_align/Adam_Sandler/Adam_Sandler_0002.png,../data/features_cleaner/Adam_Sandler_0002.npy,True,M,M,sample_images/Adam_Sandler_0001_pemiu.png,F
1804,../data/lfw_align/Adam_Sandler/Adam_Sandler_0001.png,../data/features_cleaner/Adam_Sandler_0001.npy,../data/lfw_align/Adam_Sandler/Adam_Sandler_0004.png,../data/features_cleaner/Adam_Sandler_0004.npy,True,M,M,sample_images/Adam_Sandler_0001_pemiu.png,F
1805,../data/lfw_align/Adam_Sandler/Adam_Sandler_0002.png,../data/features_cleaner/Adam_Sandler_0002.npy,../data/lfw_align/Adam_Sandler/Adam_Sandler_0003.png,../data/features_cleaner/Adam_Sandler_0003.npy,True,M,M,sample_images/Adam_Sandler_0002_pemiu.png,M
1806,../data/lfw_align/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.png,../data/features_cleaner/Aicha_El_Ouafi_0001.npy,../data/lfw_align/Aicha_El_Ouafi/Aicha_El_Ouafi_0003.png,../data/features_cleaner/Aicha_El_Ouafi_0003.npy,True,F,F,sample_images/Aicha_El_Ouafi_0001_pemiu.png,F
1807,../data/lfw_align/Aicha_El_Ouafi/Aicha_El_Ouafi_0002.png,../data/features_cleaner/Aicha_El_Ouafi_0002.npy,../data/lfw_align/Aicha_El_Ouafi/Aicha_El_Ouafi_0003.png,../data/features_cleaner/Aicha_El_Ouafi_0003.npy,True,F,F,sample_images/Aicha_El_Ouafi_0002_pemiu.png,F
1808,../data/lfw_align/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.png,../data/features_cleaner/Akbar_Hashemi_Rafsanjani_0001.npy,../data/lfw_align/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.png,../data/features_cleaner/Akbar_Hashemi_Rafsanjani_0003.npy,True,M,M,sample_images/Akbar_Hashemi_Rafsanjani_0001_pemiu.png,F
1809,../data/lfw_align/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.png,../data/features_cleaner/Akbar_Hashemi_Rafsanjani_0002.npy,../data/lfw_align/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.png,../data/features_cleaner/Akbar_Hashemi_Rafsanjani_0003.npy,True,M,M,sample_images/Akbar_Hashemi_Rafsanjani_0002_pemiu.png,M
1810,../data/lfw_align/Al_Pacino/Al_Pacino_0001.png,../data/features_cleaner/Al_Pacino_0001.npy,../data/lfw_align/Al_Pacino/Al_Pacino_0002.png,../data/features_cleaner/Al_Pacino_0002.npy,True,M,M,sample_images/Al_Pacino_0001_pemiu.png,M
1811,../data/lfw_align/Al_Pacino/Al_Pacino_0001.png,../data/features_cleaner/Al_Pacino_0001.npy,../data/lfw_align/Al_Pacino/Al_Pacino_0003.png,../data/features_cleaner/Al_Pacino_0003.npy,True,M,M,sample_images/Al_Pacino_0001_pemiu.png,M
1812,../data/lfw_align/Alex_Barros/Alex_Barros_0001.png,../data/features_cleaner/Alex_Barros_0001.npy,../data/lfw_align/Alex_Barros/Alex_Barros_0002.png,../data/features_cleaner/Alex_Barros_0002.npy,True,M,M,sample_images/Alex_Barros_0001_pemiu.png,F
1813,../data/lfw_align/Allyson_Felix/Allyson_Felix_0001.png,../data/features_cleaner/Allyson_Felix_0001.npy,../data/lfw_align/Allyson_Felix/Allyson_Felix_0003.png,../data/features_cleaner/Allyson_Felix_0003.npy,True,F,F,sample_images/Allyson_Felix_0001_pemiu.png,F
1814,../data/lfw_align/Allyson_Felix/Allyson_Felix_0001.png,../data/features_cleaner/Allyson_Felix_0001.npy,../data/lfw_align/Allyson_Felix/Allyson_Felix_0004.png,../data/features_cleaner/Allyson_Felix_0004.npy,True,F,F,sample_images/Allyson_Felix_0001_pemiu.png,F
1815,../data/lfw_align/Allyson_Felix/Allyson_Felix_0001.png,../data/features_cleaner/Allyson_Felix_0001.npy,../data/lfw_align/Allyson_Felix/Allyson_Felix_0005.png,../data/features_cleaner/Allyson_Felix_0005.npy,True,F,F,sample_images/Allyson_Felix_0001_pemiu.png,F
1816,../data/lfw_align/Allyson_Felix/Allyson_Felix_0004.png,../data/features_cleaner/Allyson_Felix_0004.npy,../data/lfw_align/Allyson_Felix/Allyson_Felix_0005.png,../data/features_cleaner/Allyson_Felix_0005.npy,True,F,M,sample_images/Allyson_Felix_0004_pemiu.png,F
1817,../data/lfw_align/Anastasia_Myskina/Anastasia_Myskina_0001.png,../data/features_cleaner/Anastasia_Myskina_0001.npy,../data/lfw_align/Anastasia_Myskina/Anastasia_Myskina_0002.png,../data/features_cleaner/Anastasia_Myskina_0002.npy,True,F,F,sample_images/Anastasia_Myskina_0001_pemiu.png,F
1818,../data/lfw_align/Andy_Roddick/Andy_Roddick_0008.png,../data/features_cleaner/Andy_Roddick_0008.npy,../data/lfw_align/Andy_Roddick/Andy_Roddick_0012.png,../data/features_cleaner/Andy_Roddick_0012.npy,True,M,M,sample_images/Andy_Roddick_0008_pemiu.png,F
1819,../data/lfw_align/Andy_Roddick/Andy_Roddick_0010.png,../data/features_cleaner/Andy_Roddick_0010.npy,../data/lfw_align/Andy_Roddick/Andy_Roddick_0015.png,../data/features_cleaner/Andy_Roddick_0015.npy,True,M,M,sample_images/Andy_Roddick_0010_pemiu.png,F
1820,../data/lfw_align/Andy_Roddick/Andy_Roddick_0013.png,../data/features_cleaner/Andy_Roddick_0013.npy,../data/lfw_align/Andy_Roddick/Andy_Roddick_0015.png,../data/features_cleaner/Andy_Roddick_0015.npy,True,M,M,sample_images/Andy_Roddick_0013_pemiu.png,F
1821,../data/lfw_align/Anna_Nicole_Smith/Anna_Nicole_Smith_0001.png,../data/features_cleaner/Anna_Nicole_Smith_0001.npy,../data/lfw_align/Anna_Nicole_Smith/Anna_Nicole_Smith_0002.png,../data/features_cleaner/Anna_Nicole_Smith_0002.npy,True,F,F,sample_images/Anna_Nicole_Smith_0001_pemiu.png,F
1822,../data/lfw_align/Antonio_Palocci/Antonio_Palocci_0001.png,../data/features_cleaner/Antonio_Palocci_0001.npy,../data/lfw_align/Antonio_Palocci/Antonio_Palocci_0008.png,../data/features_cleaner/Antonio_Palocci_0008.npy,True,M,M,sample_images/Antonio_Palocci_0001_pemiu.png,F
1823,../data/lfw_align/Antonio_Palocci/Antonio_Palocci_0003.png,../data/features_cleaner/Antonio_Palocci_0003.npy,../data/lfw_align/Antonio_Palocci/Antonio_Palocci_0006.png,../data/features_cleaner/Antonio_Palocci_0006.npy,True,M,M,sample_images/Antonio_Palocci_0003_pemiu.png,M
1824,../data/lfw_align/Antonio_Palocci/Antonio_Palocci_0004.png,../data/features_cleaner/Antonio_Palocci_0004.npy,../data/lfw_align/Antonio_Palocci/Antonio_Palocci_0005.png,../data/features_cleaner/Antonio_Palocci_0005.npy,True,M,M,sample_images/Antonio_Palocci_0004_pemiu.png,F
1825,../data/lfw_align/Antonio_Palocci/Antonio_Palocci_0005.png,../data/features_cleaner/Antonio_Palocci_0005.npy,../data/lfw_align/Antonio_Palocci/Antonio_Palocci_0007.png,../data/features_cleaner/Antonio_Palocci_0007.npy,True,M,M,sample_images/Antonio_Palocci_0005_pemiu.png,M
1826,../data/lfw_align/Antonio_Palocci/Antonio_Palocci_0006.png,../data/features_cleaner/Antonio_Palocci_0006.npy,../data/lfw_align/Antonio_Palocci/Antonio_Palocci_0008.png,../data/features_cleaner/Antonio_Palocci_0008.npy,True,M,M,sample_images/Antonio_Palocci_0006_pemiu.png,F
1827,../data/lfw_align/Arnoldo_Aleman/Arnoldo_Aleman_0001.png,../data/features_cleaner/Arnoldo_Aleman_0001.npy,../data/lfw_align/Arnoldo_Aleman/Arnoldo_Aleman_0003.png,../data/features_cleaner/Arnoldo_Aleman_0003.npy,True,M,M,sample_images/Arnoldo_Aleman_0001_pemiu.png,F
1828,../data/lfw_align/Arnoldo_Aleman/Arnoldo_Aleman_0003.png,../data/features_cleaner/Arnoldo_Aleman_0003.npy,../data/lfw_align/Arnoldo_Aleman/Arnoldo_Aleman_0005.png,../data/features_cleaner/Arnoldo_Aleman_0005.npy,True,M,M,sample_images/Arnoldo_Aleman_0003_pemiu.png,M
1829,../data/lfw_align/Ashton_Kutcher/Ashton_Kutcher_0001.png,../data/features_cleaner/Ashton_Kutcher_0001.npy,../data/lfw_align/Ashton_Kutcher/Ashton_Kutcher_0003.png,../data/features_cleaner/Ashton_Kutcher_0003.npy,True,M,M,sample_images/Ashton_Kutcher_0001_pemiu.png,M
1830,../data/lfw_align/Ashton_Kutcher/Ashton_Kutcher_0002.png,../data/features_cleaner/Ashton_Kutcher_0002.npy,../data/lfw_align/Ashton_Kutcher/Ashton_Kutcher_0003.png,../data/features_cleaner/Ashton_Kutcher_0003.npy,True,M,M,sample_images/Ashton_Kutcher_0002_pemiu.png,F
1831,../data/lfw_align/Augusto_Roa_Bastos/Augusto_Roa_Bastos_0001.png,../data/features_cleaner/Augusto_Roa_Bastos_0001.npy,../data/lfw_align/Augusto_Roa_Bastos/Augusto_Roa_Bastos_0002.png,../data/features_cleaner/Augusto_Roa_Bastos_0002.npy,True,M,M,sample_images/Augusto_Roa_Bastos_0001_pemiu.png,F
1832,../data/lfw_align/Aung_San_Suu_Kyi/Aung_San_Suu_Kyi_0001.png,../data/features_cleaner/Aung_San_Suu_Kyi_0001.npy,../data/lfw_align/Aung_San_Suu_Kyi/Aung_San_Suu_Kyi_0002.png,../data/features_cleaner/Aung_San_Suu_Kyi_0002.npy,True,F,F,sample_images/Aung_San_Suu_Kyi_0001_pemiu.png,F
1833,../data/lfw_align/Barry_Zito/Barry_Zito_0001.png,../data/features_cleaner/Barry_Zito_0001.npy,../data/lfw_align/Barry_Zito/Barry_Zito_0002.png,../data/features_cleaner/Barry_Zito_0002.npy,True,M,M,sample_images/Barry_Zito_0001_pemiu.png,M
1834,../data/lfw_align/Bill_Graham/Bill_Graham_0001.png,../data/features_cleaner/Bill_Graham_0001.npy,../data/lfw_align/Bill_Graham/Bill_Graham_0009.png,../data/features_cleaner/Bill_Graham_0009.npy,True,M,M,sample_images/Bill_Graham_0001_pemiu.png,F
1835,../data/lfw_align/Bill_Graham/Bill_Graham_0003.png,../data/features_cleaner/Bill_Graham_0003.npy,../data/lfw_align/Bill_Graham/Bill_Graham_0004.png,../data/features_cleaner/Bill_Graham_0004.npy,True,M,M,sample_images/Bill_Graham_0003_pemiu.png,F
1836,../data/lfw_align/Bill_Graham/Bill_Graham_0004.png,../data/features_cleaner/Bill_Graham_0004.npy,../data/lfw_align/Bill_Graham/Bill_Graham_0006.png,../data/features_cleaner/Bill_Graham_0006.npy,True,M,M,sample_images/Bill_Graham_0004_pemiu.png,M
1837,../data/lfw_align/Bill_Graham/Bill_Graham_0005.png,../data/features_cleaner/Bill_Graham_0005.npy,../data/lfw_align/Bill_Graham/Bill_Graham_0006.png,../data/features_cleaner/Bill_Graham_0006.npy,True,M,M,sample_images/Bill_Graham_0005_pemiu.png,M
1838,../data/lfw_align/Bob_Dole/Bob_Dole_0001.png,../data/features_cleaner/Bob_Dole_0001.npy,../data/lfw_align/Bob_Dole/Bob_Dole_0003.png,../data/features_cleaner/Bob_Dole_0003.npy,True,M,M,sample_images/Bob_Dole_0001_pemiu.png,F
1839,../data/lfw_align/Bruce_Weber/Bruce_Weber_0001.png,../data/features_cleaner/Bruce_Weber_0001.npy,../data/lfw_align/Bruce_Weber/Bruce_Weber_0002.png,../data/features_cleaner/Bruce_Weber_0002.npy,True,M,M,sample_images/Bruce_Weber_0001_pemiu.png,M
1840,../data/lfw_align/Carlos_Mesa/Carlos_Mesa_0001.png,../data/features_cleaner/Carlos_Mesa_0001.npy,../data/lfw_align/Carlos_Mesa/Carlos_Mesa_0002.png,../data/features_cleaner/Carlos_Mesa_0002.npy,True,M,M,sample_images/Carlos_Mesa_0001_pemiu.png,F
1841,../data/lfw_align/Carolyn_Dawn_Johnson/Carolyn_Dawn_Johnson_0001.png,../data/features_cleaner/Carolyn_Dawn_Johnson_0001.npy,../data/lfw_align/Carolyn_Dawn_Johnson/Carolyn_Dawn_Johnson_0002.png,../data/features_cleaner/Carolyn_Dawn_Johnson_0002.npy,True,F,F,sample_images/Carolyn_Dawn_Johnson_0001_pemiu.png,M
1842,../data/lfw_align/Carolyn_Dawn_Johnson/Carolyn_Dawn_Johnson_0002.png,../data/features_cleaner/Carolyn_Dawn_Johnson_0002.npy,../data/lfw_align/Carolyn_Dawn_Johnson/Carolyn_Dawn_Johnson_0003.png,../data/features_cleaner/Carolyn_Dawn_Johnson_0003.npy,True,F,F,sample_images/Carolyn_Dawn_Johnson_0002_pemiu.png,M
1843,../data/lfw_align/Celine_Dion/Celine_Dion_0003.png,../data/features_cleaner/Celine_Dion_0003.npy,../data/lfw_align/Celine_Dion/Celine_Dion_0008.png,../data/features_cleaner/Celine_Dion_0008.npy,True,F,F,sample_images/Celine_Dion_0003_pemiu.png,M
1844,../data/lfw_align/Chakib_Khelil/Chakib_Khelil_0001.png,../data/features_cleaner/Chakib_Khelil_0001.npy,../data/lfw_align/Chakib_Khelil/Chakib_Khelil_0002.png,../data/features_cleaner/Chakib_Khelil_0002.npy,True,M,M,sample_images/Chakib_Khelil_0001_pemiu.png,F
1845,../data/lfw_align/Chen_Shui-bian/Chen_Shui-bian_0002.png,../data/features_cleaner/Chen_Shui-bian_0002.npy,../data/lfw_align/Chen_Shui-bian/Chen_Shui-bian_0004.png,../data/features_cleaner/Chen_Shui-bian_0004.npy,True,M,M,sample_images/Chen_Shui-bian_0002_pemiu.png,M
1846,../data/lfw_align/Chen_Shui-bian/Chen_Shui-bian_0003.png,../data/features_cleaner/Chen_Shui-bian_0003.npy,../data/lfw_align/Chen_Shui-bian/Chen_Shui-bian_0005.png,../data/features_cleaner/Chen_Shui-bian_0005.npy,True,M,M,sample_images/Chen_Shui-bian_0003_pemiu.png,F
1847,../data/lfw_align/Christopher_Walken/Christopher_Walken_0001.png,../data/features_cleaner/Christopher_Walken_0001.npy,../data/lfw_align/Christopher_Walken/Christopher_Walken_0003.png,../data/features_cleaner/Christopher_Walken_0003.npy,True,M,M,sample_images/Christopher_Walken_0001_pemiu.png,F
1848,../data/lfw_align/Christopher_Walken/Christopher_Walken_0001.png,../data/features_cleaner/Christopher_Walken_0001.npy,../data/lfw_align/Christopher_Walken/Christopher_Walken_0004.png,../data/features_cleaner/Christopher_Walken_0004.npy,True,M,M,sample_images/Christopher_Walken_0001_pemiu.png,F
1849,../data/lfw_align/Claudia_Pechstein/Claudia_Pechstein_0001.png,../data/features_cleaner/Claudia_Pechstein_0001.npy,../data/lfw_align/Claudia_Pechstein/Claudia_Pechstein_0002.png,../data/features_cleaner/Claudia_Pechstein_0002.npy,True,F,F,sample_images/Claudia_Pechstein_0001_pemiu.png,F
1850,../data/lfw_align/Claudia_Pechstein/Claudia_Pechstein_0001.png,../data/features_cleaner/Claudia_Pechstein_0001.npy,../data/lfw_align/Claudia_Pechstein/Claudia_Pechstein_0004.png,../data/features_cleaner/Claudia_Pechstein_0004.npy,True,F,F,sample_images/Claudia_Pechstein_0001_pemiu.png,F
1851,../data/lfw_align/Claudia_Pechstein/Claudia_Pechstein_0003.png,../data/features_cleaner/Claudia_Pechstein_0003.npy,../data/lfw_align/Claudia_Pechstein/Claudia_Pechstein_0004.png,../data/features_cleaner/Claudia_Pechstein_0004.npy,True,F,M,sample_images/Claudia_Pechstein_0003_pemiu.png,F
1852,../data/lfw_align/Claudia_Pechstein/Claudia_Pechstein_0003.png,../data/features_cleaner/Claudia_Pechstein_0003.npy,../data/lfw_align/Claudia_Pechstein/Claudia_Pechstein_0005.png,../data/features_cleaner/Claudia_Pechstein_0005.npy,True,F,M,sample_images/Claudia_Pechstein_0003_pemiu.png,F
1853,../data/lfw_align/Claudia_Pechstein/Claudia_Pechstein_0004.png,../data/features_cleaner/Claudia_Pechstein_0004.npy,../data/lfw_align/Claudia_Pechstein/Claudia_Pechstein_0005.png,../data/features_cleaner/Claudia_Pechstein_0005.npy,True,F,F,sample_images/Claudia_Pechstein_0004_pemiu.png,F
1854,../data/lfw_align/Clay_Aiken/Clay_Aiken_0002.png,../data/features_cleaner/Clay_Aiken_0002.npy,../data/lfw_align/Clay_Aiken/Clay_Aiken_0004.png,../data/features_cleaner/Clay_Aiken_0004.npy,True,M,F,sample_images/Clay_Aiken_0002_pemiu.png,F
1855,../data/lfw_align/Clay_Aiken/Clay_Aiken_0003.png,../data/features_cleaner/Clay_Aiken_0003.npy,../data/lfw_align/Clay_Aiken/Clay_Aiken_0004.png,../data/features_cleaner/Clay_Aiken_0004.npy,True,M,M,sample_images/Clay_Aiken_0003_pemiu.png,F
1856,../data/lfw_align/Clay_Aiken/Clay_Aiken_0003.png,../data/features_cleaner/Clay_Aiken_0003.npy,../data/lfw_align/Clay_Aiken/Clay_Aiken_0005.png,../data/features_cleaner/Clay_Aiken_0005.npy,True,M,M,sample_images/Clay_Aiken_0003_pemiu.png,F
1857,../data/lfw_align/Colin_Powell/Colin_Powell_0040.png,../data/features_cleaner/Colin_Powell_0040.npy,../data/lfw_align/Colin_Powell/Colin_Powell_0071.png,../data/features_cleaner/Colin_Powell_0071.npy,True,M,M,sample_images/Colin_Powell_0040_pemiu.png,F
1858,../data/lfw_align/Colin_Powell/Colin_Powell_0049.png,../data/features_cleaner/Colin_Powell_0049.npy,../data/lfw_align/Colin_Powell/Colin_Powell_0234.png,../data/features_cleaner/Colin_Powell_0234.npy,True,M,M,sample_images/Colin_Powell_0049_pemiu.png,F
1859,../data/lfw_align/Colin_Powell/Colin_Powell_0133.png,../data/features_cleaner/Colin_Powell_0133.npy,../data/lfw_align/Colin_Powell/Colin_Powell_0170.png,../data/features_cleaner/Colin_Powell_0170.npy,True,M,M,sample_images/Colin_Powell_0133_pemiu.png,F
1860,../data/lfw_align/Colin_Powell/Colin_Powell_0182.png,../data/features_cleaner/Colin_Powell_0182.npy,../data/lfw_align/Colin_Powell/Colin_Powell_0198.png,../data/features_cleaner/Colin_Powell_0198.npy,True,M,M,sample_images/Colin_Powell_0182_pemiu.png,F
1861,../data/lfw_align/Cristina_Fernandez/Cristina_Fernandez_0001.png,../data/features_cleaner/Cristina_Fernandez_0001.npy,../data/lfw_align/Cristina_Fernandez/Cristina_Fernandez_0002.png,../data/features_cleaner/Cristina_Fernandez_0002.npy,True,F,F,sample_images/Cristina_Fernandez_0001_pemiu.png,M
1862,../data/lfw_align/Daisy_Fuentes/Daisy_Fuentes_0002.png,../data/features_cleaner/Daisy_Fuentes_0002.npy,../data/lfw_align/Daisy_Fuentes/Daisy_Fuentes_0003.png,../data/features_cleaner/Daisy_Fuentes_0003.npy,True,F,F,sample_images/Daisy_Fuentes_0002_pemiu.png,F
1863,../data/lfw_align/Damon_van_Dam/Damon_van_Dam_0001.png,../data/features_cleaner/Damon_van_Dam_0001.npy,../data/lfw_align/Damon_van_Dam/Damon_van_Dam_0002.png,../data/features_cleaner/Damon_van_Dam_0002.npy,True,M,M,sample_images/Damon_van_Dam_0001_pemiu.png,F
1864,../data/lfw_align/Dan_Wheldon/Dan_Wheldon_0001.png,../data/features_cleaner/Dan_Wheldon_0001.npy,../data/lfw_align/Dan_Wheldon/Dan_Wheldon_0002.png,../data/features_cleaner/Dan_Wheldon_0002.npy,True,M,M,sample_images/Dan_Wheldon_0001_pemiu.png,F
1865,../data/lfw_align/David_Coulthard/David_Coulthard_0001.png,../data/features_cleaner/David_Coulthard_0001.npy,../data/lfw_align/David_Coulthard/David_Coulthard_0002.png,../data/features_cleaner/David_Coulthard_0002.npy,True,M,M,sample_images/David_Coulthard_0001_pemiu.png,F
1866,../data/lfw_align/David_Kelley/David_Kelley_0001.png,../data/features_cleaner/David_Kelley_0001.npy,../data/lfw_align/David_Kelley/David_Kelley_0002.png,../data/features_cleaner/David_Kelley_0002.npy,True,M,M,sample_images/David_Kelley_0001_pemiu.png,F
1867,../data/lfw_align/Debra_Brown/Debra_Brown_0001.png,../data/features_cleaner/Debra_Brown_0001.npy,../data/lfw_align/Debra_Brown/Debra_Brown_0002.png,../data/features_cleaner/Debra_Brown_0002.npy,True,F,F,sample_images/Debra_Brown_0001_pemiu.png,F
1868,../data/lfw_align/Dennis_Erickson/Dennis_Erickson_0001.png,../data/features_cleaner/Dennis_Erickson_0001.npy,../data/lfw_align/Dennis_Erickson/Dennis_Erickson_0002.png,../data/features_cleaner/Dennis_Erickson_0002.npy,True,M,M,sample_images/Dennis_Erickson_0001_pemiu.png,M
1869,../data/lfw_align/Derek_Lowe/Derek_Lowe_0001.png,../data/features_cleaner/Derek_Lowe_0001.npy,../data/lfw_align/Derek_Lowe/Derek_Lowe_0002.png,../data/features_cleaner/Derek_Lowe_0002.npy,True,M,M,sample_images/Derek_Lowe_0001_pemiu.png,F
1870,../data/lfw_align/Eddie_Sutton/Eddie_Sutton_0001.png,../data/features_cleaner/Eddie_Sutton_0001.npy,../data/lfw_align/Eddie_Sutton/Eddie_Sutton_0002.png,../data/features_cleaner/Eddie_Sutton_0002.npy,True,M,M,sample_images/Eddie_Sutton_0001_pemiu.png,M
1871,../data/lfw_align/Edie_Falco/Edie_Falco_0001.png,../data/features_cleaner/Edie_Falco_0001.npy,../data/lfw_align/Edie_Falco/Edie_Falco_0002.png,../data/features_cleaner/Edie_Falco_0002.npy,True,F,F,sample_images/Edie_Falco_0001_pemiu.png,F
1872,../data/lfw_align/Elijah_Wood/Elijah_Wood_0002.png,../data/features_cleaner/Elijah_Wood_0002.npy,../data/lfw_align/Elijah_Wood/Elijah_Wood_0003.png,../data/features_cleaner/Elijah_Wood_0003.npy,True,M,M,sample_images/Elijah_Wood_0002_pemiu.png,M
1873,../data/lfw_align/Elizabeth_Hurley/Elizabeth_Hurley_0001.png,../data/features_cleaner/Elizabeth_Hurley_0001.npy,../data/lfw_align/Elizabeth_Hurley/Elizabeth_Hurley_0004.png,../data/features_cleaner/Elizabeth_Hurley_0004.npy,True,F,F,sample_images/Elizabeth_Hurley_0001_pemiu.png,M
1874,../data/lfw_align/Elizabeth_Hurley/Elizabeth_Hurley_0002.png,../data/features_cleaner/Elizabeth_Hurley_0002.npy,../data/lfw_align/Elizabeth_Hurley/Elizabeth_Hurley_0005.png,../data/features_cleaner/Elizabeth_Hurley_0005.npy,True,F,F,sample_images/Elizabeth_Hurley_0002_pemiu.png,F
1875,../data/lfw_align/Emily_Robison/Emily_Robison_0001.png,../data/features_cleaner/Emily_Robison_0001.npy,../data/lfw_align/Emily_Robison/Emily_Robison_0002.png,../data/features_cleaner/Emily_Robison_0002.npy,True,F,F,sample_images/Emily_Robison_0001_pemiu.png,F
1876,../data/lfw_align/Ethan_Hawke/Ethan_Hawke_0001.png,../data/features_cleaner/Ethan_Hawke_0001.npy,../data/lfw_align/Ethan_Hawke/Ethan_Hawke_0004.png,../data/features_cleaner/Ethan_Hawke_0004.npy,True,M,M,sample_images/Ethan_Hawke_0001_pemiu.png,F
1877,../data/lfw_align/Eunice_Barber/Eunice_Barber_0001.png,../data/features_cleaner/Eunice_Barber_0001.npy,../data/lfw_align/Eunice_Barber/Eunice_Barber_0002.png,../data/features_cleaner/Eunice_Barber_0002.npy,True,F,F,sample_images/Eunice_Barber_0001_pemiu.png,F
1878,../data/lfw_align/Felix_Mantilla/Felix_Mantilla_0001.png,../data/features_cleaner/Felix_Mantilla_0001.npy,../data/lfw_align/Felix_Mantilla/Felix_Mantilla_0002.png,../data/features_cleaner/Felix_Mantilla_0002.npy,True,M,M,sample_images/Felix_Mantilla_0001_pemiu.png,F
1879,../data/lfw_align/Fidel_Castro/Fidel_Castro_0001.png,../data/features_cleaner/Fidel_Castro_0001.npy,../data/lfw_align/Fidel_Castro/Fidel_Castro_0018.png,../data/features_cleaner/Fidel_Castro_0018.npy,True,M,M,sample_images/Fidel_Castro_0001_pemiu.png,M
1880,../data/lfw_align/Fidel_Castro/Fidel_Castro_0003.png,../data/features_cleaner/Fidel_Castro_0003.npy,../data/lfw_align/Fidel_Castro/Fidel_Castro_0007.png,../data/features_cleaner/Fidel_Castro_0007.npy,True,M,M,sample_images/Fidel_Castro_0003_pemiu.png,M
1881,../data/lfw_align/Fidel_Castro/Fidel_Castro_0005.png,../data/features_cleaner/Fidel_Castro_0005.npy,../data/lfw_align/Fidel_Castro/Fidel_Castro_0008.png,../data/features_cleaner/Fidel_Castro_0008.npy,True,M,M,sample_images/Fidel_Castro_0005_pemiu.png,M
1882,../data/lfw_align/Fidel_Castro/Fidel_Castro_0008.png,../data/features_cleaner/Fidel_Castro_0008.npy,../data/lfw_align/Fidel_Castro/Fidel_Castro_0012.png,../data/features_cleaner/Fidel_Castro_0012.npy,True,M,M,sample_images/Fidel_Castro_0008_pemiu.png,F
